Entity,Code,Day,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k
Afghanistan,AFG,2020-01-01,-0.0018064381,0.05752663,-0.050885897
Afghanistan,AFG,2020-01-06,-0.0018074991,0.057553764,-0.050832693
Afghanistan,AFG,2020-01-13,-0.0018182845,0.058627747,-0.050885897
Afghanistan,AFG,2020-01-20,0.005482105,0.093641944,-0.059287913
Afghanistan,AFG,2020-01-27,0.017585743,0.095850155,-0.04682539
Afghanistan,AFG,2020-02-03,0.00606486,0.09112212,-0.10042024
Afghanistan,AFG,2020-02-10,0.0055912435,0.09563706,-0.11133639
Afghanistan,AFG,2020-02-17,0.0029821382,0.10044533,-0.12778613
Afghanistan,AFG,2020-02-24,0.0045187804,0.09045278,-0.12073569
Afghanistan,AFG,2020-03-02,-0.036990393,0.06836246,-0.26763237
Afghanistan,AFG,2020-03-09,-0.017497623,0.13830265,-0.2665828
Afghanistan,AFG,2020-03-16,0.07712728,0.28161657,-0.15004948
Afghanistan,AFG,2020-03-23,-0.047780912,0.15442064,-0.16289063
Afghanistan,AFG,2020-03-30,-0.042200927,0.0995547,-0.16343762
Afghanistan,AFG,2020-04-06,0.03402519,0.12068594,-0.22125474
Afghanistan,AFG,2020-04-13,-0.010851847,0.1501556,-0.16192251
Afghanistan,AFG,2020-04-20,-0.029099677,0.15876633,-0.19468647
Afghanistan,AFG,2020-04-27,-0.020786848,0.18411678,-0.19993155
Afghanistan,AFG,2020-05-04,0.058434427,0.2450338,-0.08584889
Afghanistan,AFG,2020-05-11,0.077006795,0.25033844,-0.070185
Afghanistan,AFG,2020-05-18,0.16007408,0.3296398,-0.055652115
Afghanistan,AFG,2020-05-25,0.16339193,0.41469195,-0.012282315
Afghanistan,AFG,2020-06-01,0.15256344,0.50979,0.007742333
Afghanistan,AFG,2020-06-08,0.35639575,0.66241443,0.06331895
Afghanistan,AFG,2020-06-15,0.5495602,0.7504767,0.09392771
Afghanistan,AFG,2020-06-22,0.57066476,0.7028712,0.09323168
Afghanistan,AFG,2020-06-29,0.43190697,0.53256583,0.073493086
Afghanistan,AFG,2020-07-06,0.44152406,0.53697586,0.109983705
Afghanistan,AFG,2020-07-13,0.33111677,0.5131916,0.11226646
Afghanistan,AFG,2020-07-20,0.32965714,0.50465757,0.12364111
Afghanistan,AFG,2020-07-27,0.27883378,0.50147885,0.12917946
Afghanistan,AFG,2020-08-03,0.25728038,0.38491353,0.06595618
Afghanistan,AFG,2020-08-10,0.18186675,0.34549874,0.026128443
Afghanistan,AFG,2020-08-17,0.34174195,0.43960685,0.0647157
Afghanistan,AFG,2020-08-24,0.4249258,0.4249258,0.04421887
Afghanistan,AFG,2020-08-31,0.34680867,0.34680867,0.01878216
Afghanistan,AFG,2020-09-07,0.19413611,0.27569634,0.03267106
Afghanistan,AFG,2020-09-14,0.17832075,0.27305913,0.03311766
Afghanistan,AFG,2020-09-21,0.14078636,0.2925743,0.03322297
Afghanistan,AFG,2020-09-28,0.18247677,0.32920483,0.035868064
Afghanistan,AFG,2020-10-05,0.15310922,0.29994446,0.035102997
Afghanistan,AFG,2020-10-12,0.23992899,0.38111535,0.06568419
Afghanistan,AFG,2020-10-19,0.255638,0.38410944,0.050620917
Afghanistan,AFG,2020-10-26,0.24266301,0.46884364,0.07311454
Afghanistan,AFG,2020-11-02,0.29939625,0.4188589,0.06428856
Afghanistan,AFG,2020-11-09,0.33162042,0.4064359,0.05993486
Afghanistan,AFG,2020-11-16,0.31397364,0.42181343,0.06679057
Afghanistan,AFG,2020-11-23,0.31856737,0.4675788,0.07940524
Afghanistan,AFG,2020-11-30,0.1894613,0.45504487,0.05797062
Afghanistan,AFG,2020-12-07,0.35112306,0.57905793,0.06645636
Afghanistan,AFG,2020-12-14,0.32974368,0.603601,0.052011162
Afghanistan,AFG,2020-12-21,0.21551839,0.51909393,0.051312298
Afghanistan,AFG,2020-12-28,0.11316162,0.48800808,0.04806271
Afghanistan,AFG,2021-01-04,0.09410768,0.30229512,0.003792656
Afghanistan,AFG,2021-01-11,0.1004183,0.36666226,-0.03261279
Afghanistan,AFG,2021-01-18,0.079909354,0.3823705,-0.051764995
Afghanistan,AFG,2021-01-25,0.055702608,0.3197704,-0.045223825
Afghanistan,AFG,2021-02-01,0.0580864,0.3239431,-0.028423732
Afghanistan,AFG,2021-02-08,0.07268146,0.32933846,-0.05757898
Afghanistan,AFG,2021-02-15,0.08191465,0.2519821,-0.04235404
Afghanistan,AFG,2021-02-22,0.07103558,0.31435192,-0.059022658
Afghanistan,AFG,2021-03-01,0.056725007,0.386606,-0.08621782
Afghanistan,AFG,2021-03-08,0.07808003,0.35109857,-0.04989312
Afghanistan,AFG,2021-03-15,0.108926326,0.38065726,-0.037062388
Afghanistan,AFG,2021-03-22,0.10585548,0.38502145,-0.078732416
Afghanistan,AFG,2021-03-29,0.16307151,0.4449891,0.000350779
Afghanistan,AFG,2021-04-05,0.1651782,0.36801773,0.052305806
Afghanistan,AFG,2021-04-12,0.17160358,0.3768177,0.026592951
Afghanistan,AFG,2021-04-19,0.23231284,0.4186543,0.06687284
Afghanistan,AFG,2021-04-26,0.21904232,0.4667305,0.07838514
Afghanistan,AFG,2021-05-03,0.26839024,0.6765407,0.034970913
Afghanistan,AFG,2021-05-10,0.31014183,0.8425283,0.0242918
Afghanistan,AFG,2021-05-17,0.43075806,0.93275523,0.09010716
Afghanistan,AFG,2021-05-24,0.44819996,1.05006,0.108139664
Afghanistan,AFG,2021-05-31,0.501205,0.84476763,0.09040297
Afghanistan,AFG,2021-06-07,0.71253204,0.89195687,0.16212934
Afghanistan,AFG,2021-06-14,0.79461306,1.0001855,0.24468489
Afghanistan,AFG,2021-06-21,0.87955004,1.1309783,0.3064554
Afghanistan,AFG,2021-06-28,0.59372085,0.9076579,0.29952076
Afghanistan,AFG,2021-07-05,0.64440036,0.9748979,0.2618388
Afghanistan,AFG,2021-07-12,0.6424795,1.0167369,0.26933393
Afghanistan,AFG,2021-07-19,0.6211109,0.98102534,0.2795017
Afghanistan,AFG,2021-07-26,0.6091363,0.873218,0.19050269
Afghanistan,AFG,2021-08-02,0.7668579,0.9574401,0.17546123
Afghanistan,AFG,2021-08-09,0.536361,0.6422071,0.1823434
Afghanistan,AFG,2021-08-16,0.57363033,0.57845706,0.1425602
Afghanistan,AFG,2021-08-23,0.39056185,0.49546704,0.092973426
Afghanistan,AFG,2021-08-30,0.3530221,0.45756888,0.079924375
Afghanistan,AFG,2021-09-06,0.277414,0.44289237,0.030843891
Afghanistan,AFG,2021-09-13,0.23343211,0.39496908,0.060464744
Afghanistan,AFG,2021-09-20,0.19758582,0.38313508,0.046846244
Afghanistan,AFG,2021-09-27,0.18354496,0.3221849,0.028565772
Afghanistan,AFG,2021-10-04,0.17592594,0.30872452,0.02034208
Afghanistan,AFG,2021-10-11,0.20814578,0.3133803,0.040966645
Afghanistan,AFG,2021-10-18,0.18511522,0.2876039,0.025538363
Afghanistan,AFG,2021-10-25,0.14559267,0.2732792,0.006198173
Afghanistan,AFG,2021-11-01,0.16716525,0.25781417,0.015664328
Afghanistan,AFG,2021-11-08,0.14072953,0.2843845,0.008359676
Afghanistan,AFG,2021-11-15,0.1403052,0.28791663,0.008308874
Afghanistan,AFG,2021-11-22,0.12182708,0.3052943,0.012366107
Afghanistan,AFG,2021-11-29,0.09053156,0.4328709,-0.014603204
Afghanistan,AFG,2021-12-06,0.08818168,0.4103361,-0.022595722
Afghanistan,AFG,2021-12-13,0.08807085,0.307825,-0.016332217
Afghanistan,AFG,2021-12-20,0.09287238,0.32731724,-0.012042019
Afghanistan,AFG,2021-12-27,0.16324455,0.34531185,-0.041512486
Afghanistan,AFG,2022-01-03,0.14520507,0.31007785,-0.010285964
Afghanistan,AFG,2022-01-10,0.15141368,0.34771323,0.010899203
Afghanistan,AFG,2022-01-17,0.14937639,0.5730583,-0.021294307
Afghanistan,AFG,2022-01-24,0.16776615,0.83266586,0.001168381
Afghanistan,AFG,2022-01-31,0.46347106,1.1795423,0.08698255
Afghanistan,AFG,2022-02-07,0.48729008,1.1770251,0.15068029
Afghanistan,AFG,2022-02-14,0.5219425,1.4782357,0.17210123
Afghanistan,AFG,2022-02-21,0.4209477,1.0269512,0.1206668
Afghanistan,AFG,2022-02-28,0.46224552,1.0701396,0.12523368
Afghanistan,AFG,2022-03-07,0.5150653,1.0229685,0.14942202
Afghanistan,AFG,2022-03-14,0.374559,0.49200034,0.019020999
Afghanistan,AFG,2022-03-21,0.16472894,0.38738498,-0.04708302
Afghanistan,AFG,2022-03-28,0.22247614,0.66595876,0.08705314
Afghanistan,AFG,2022-04-04,0.14912301,0.4371844,0.018304491
Afghanistan,AFG,2022-04-11,0.13925612,0.46108076,-0.014825117
Afghanistan,AFG,2022-04-18,0.1488556,0.45995528,-0.012087353
Afghanistan,AFG,2022-04-25,0.14051299,0.3379333,-0.020426255
Afghanistan,AFG,2022-05-02,0.10997844,0.39184082,-0.015471519
Afghanistan,AFG,2022-05-09,0.143869,0.41522774,0.024909286
Afghanistan,AFG,2022-05-16,0.13295405,0.41608748,0.006634174
Afghanistan,AFG,2022-05-23,0.13900921,0.44297948,0.0172334
Afghanistan,AFG,2022-05-30,0.25351834,0.5694747,0.034307893
Afghanistan,AFG,2022-06-06,0.19123934,0.5143464,0.033833493
Afghanistan,AFG,2022-06-13,0.2805376,0.58785254,0.03375243
Afghanistan,AFG,2022-06-20,0.26960504,0.5103402,0.029676843
Afghanistan,AFG,2022-06-27,0.29922953,0.52092797,0.034661587
Afghanistan,AFG,2022-07-04,0.32259434,0.51630044,0.031225815
Afghanistan,AFG,2022-07-11,0.28591257,0.5106918,0.036423862
Afghanistan,AFG,2022-07-18,0.2939135,0.5297015,0.02813898
Afghanistan,AFG,2022-07-25,0.3194721,0.6614961,0.074997306
Afghanistan,AFG,2022-08-01,0.30615705,0.653966,0.08671617
Afghanistan,AFG,2022-08-08,0.30265737,0.61779827,0.09027366
Afghanistan,AFG,2022-08-15,0.39563155,0.8907361,0.19972941
Afghanistan,AFG,2022-08-22,0.30660504,0.7032703,0.11304185
Afghanistan,AFG,2022-08-29,0.28709757,0.6186296,0.08126915
Afghanistan,AFG,2022-09-05,0.29321733,0.5453924,0.055993874
Afghanistan,AFG,2022-09-12,0.29078943,0.56353325,0.053056
Afghanistan,AFG,2022-09-19,0.21886545,0.53704304,0.033204734
Afghanistan,AFG,2022-09-26,0.23193245,0.51802754,0.014989114
Afghanistan,AFG,2022-10-03,0.22928934,0.5195885,0.011182024
Afghanistan,AFG,2022-10-10,0.20463333,0.5218413,0.011126188
Afghanistan,AFG,2022-10-17,0.18091616,0.49361157,0.00884935
Afghanistan,AFG,2022-10-24,0.17792681,0.5707548,0.009183115
Afghanistan,AFG,2022-10-31,0.17277658,0.5431317,-0.007345649
Afghanistan,AFG,2022-11-07,0.18379118,0.5414731,-0.005381594
Afghanistan,AFG,2022-11-14,0.1826171,0.54175323,-0.02348782
Afghanistan,AFG,2022-11-21,0.18184523,0.547463,-0.01744369
Afghanistan,AFG,2022-11-28,0.20296142,0.55542755,-0.020402802
Afghanistan,AFG,2022-12-05,0.20338602,0.5528429,-0.023507731
Afghanistan,AFG,2022-12-12,0.2032723,0.54888517,-0.007466168
Afghanistan,AFG,2022-12-19,0.2054328,0.5707034,-0.019544197
Afghanistan,AFG,2022-12-26,0.20726728,0.5583204,-0.004660901
Afghanistan,AFG,2023-01-02,0.20019802,0.52270013,-0.000224791
Afghanistan,AFG,2023-01-09,0.19800064,0.51720476,-0.019527711
Afghanistan,AFG,2023-01-16,0.19687076,0.5570982,-0.023603316
Afghanistan,AFG,2023-01-23,0.19887121,0.5465433,-0.019067355
Afghanistan,AFG,2023-01-30,0.19046372,0.5334271,-0.011211501
Afghanistan,AFG,2023-02-06,0.11300678,0.51915276,-0.001316208
Afghanistan,AFG,2023-02-13,0.114956014,0.5434174,-0.005757735
Afghanistan,AFG,2023-02-20,0.11498211,0.5482315,0.011259891
Afghanistan,AFG,2023-02-27,0.10811159,0.44700095,-0.003127931
Afghanistan,AFG,2023-03-06,0.10077253,0.44784212,0.009125803
Afghanistan,AFG,2023-03-13,0.102711156,0.44903523,0.000553074
Afghanistan,AFG,2023-03-20,0.09107902,0.39514488,-0.006666189
Afghanistan,AFG,2023-03-27,0.09221703,0.4097345,-0.001021026
Afghanistan,AFG,2023-04-03,0.091462806,0.4100983,-0.001896437
Afghanistan,AFG,2023-04-10,0.176738,0.4083839,0.005510752
Afghanistan,AFG,2023-04-17,0.10356264,0.38146225,0.021469813
Afghanistan,AFG,2023-04-24,0.18870963,0.38465986,0.016217064
Afghanistan,AFG,2023-05-01,0.1916094,0.38476783,0.023703799
Afghanistan,AFG,2023-05-08,0.19578335,0.41253412,0.0177039
Afghanistan,AFG,2023-05-15,0.19621907,0.40748978,0.00895077
Afghanistan,AFG,2023-05-22,0.19943726,0.40789944,0.007572771
Afghanistan,AFG,2023-05-29,0.19433804,0.39391828,-0.000619754
Afghanistan,AFG,2023-06-05,0.13535818,0.50537306,0.020283075
Afghanistan,AFG,2023-06-12,0.13017738,0.5052011,0.011342669
Afghanistan,AFG,2023-06-19,0.12279864,0.5030437,0.003827983
Afghanistan,AFG,2023-06-26,0.16247627,0.5983535,0.022166086
Afghanistan,AFG,2023-07-03,0.19537683,0.6451436,0.026249817
Afghanistan,AFG,2023-07-10,0.19517419,0.65897995,0.02280806
Afghanistan,AFG,2023-07-17,0.19583096,0.6580635,0.022700856
Afghanistan,AFG,2023-07-24,0.19597238,0.6591398,0.026542997
Afghanistan,AFG,2023-07-31,0.23642841,0.7226367,0.08586545
Afghanistan,AFG,2023-08-07,0.23661925,0.719323,0.09270786
Afghanistan,AFG,2023-08-14,0.23656595,0.7226367,0.08237623
Afghanistan,AFG,2023-08-21,0.22892648,0.71658105,0.073741615
Afghanistan,AFG,2023-08-28,0.21036577,0.70829254,0.058043204
Afghanistan,AFG,2023-09-04,0.16346589,0.58884543,0.015086985
Afghanistan,AFG,2023-09-11,0.1642214,0.59722066,0.016987737
Afghanistan,AFG,2023-09-18,0.16027436,0.6048494,0.01861684
Afghanistan,AFG,2023-09-25,0.16050115,0.612339,0.014365098
Afghanistan,AFG,2023-10-02,0.1068886,0.4410796,-0.000589619
Afghanistan,AFG,2023-10-09,0.105900705,0.44713664,-0.006960079
Afghanistan,AFG,2023-10-16,0.100447044,0.44129318,-0.013058091
Afghanistan,AFG,2023-10-23,0.10043049,0.41830087,-0.020032585
Afghanistan,AFG,2023-10-30,0.10306492,0.44846305,-0.024097092
Afghanistan,AFG,2023-11-06,0.1103562,0.44611248,-0.026902886
Afghanistan,AFG,2023-11-13,0.10909874,0.45375574,-0.027099574
Afghanistan,AFG,2023-11-20,0.11403761,0.4493206,-0.027322633
Afghanistan,AFG,2023-11-27,0.112833485,0.42895025,-0.0394166
Afghanistan,AFG,2023-12-04,0.11285351,0.42345104,-0.039798282
Afghanistan,AFG,2023-12-11,0.19881296,0.44168395,-0.03588764
Afghanistan,AFG,2023-12-18,0.2062472,0.47626376,-0.018242478
Afghanistan,AFG,2023-12-25,0.17949781,0.4707095,-0.017448025
Afghanistan,AFG,2024-01-01,0.1847136,0.3741239,-0.09861996
Afghanistan,AFG,2024-01-08,0.1979132,0.48422927,-0.09462801
Afghanistan,AFG,2024-01-15,0.0886196,0.2843095,-0.14069888
Afghanistan,AFG,2024-01-22,0.0886196,0.2843095,-0.14069888
Afghanistan,AFG,2024-01-27,0.08718133,0.29211196,-0.15669745
Albania,ALB,2020-01-01,0,0,0
Albania,ALB,2020-01-06,0,0,0
Albania,ALB,2020-01-13,0,0,0
Albania,ALB,2020-01-20,0,0,0
Albania,ALB,2020-01-27,-0.22173552,-0.22173552,-0.22173552
Albania,ALB,2020-02-03,0.010629539,0.010629539,0.010629539
Albania,ALB,2020-02-10,0.010629539,0.010629539,0.010629539
Albania,ALB,2020-02-17,0.010629539,0.010629539,0.010629539
Albania,ALB,2020-02-24,0.010629539,0.010629539,0.010629539
Albania,ALB,2020-03-02,0.04375081,0.04375081,0.04375081
Albania,ALB,2020-03-09,0.04375081,0.04375081,0.04375081
Albania,ALB,2020-03-16,0.04375081,0.04375081,0.04375081
Albania,ALB,2020-03-23,0.04375081,0.04375081,0.04375081
Albania,ALB,2020-03-30,0.04375081,0.04375081,0.04375081
Albania,ALB,2020-04-06,0.096047975,0.096047975,0.096047975
Albania,ALB,2020-04-13,0.096047975,0.096047975,0.096047975
Albania,ALB,2020-04-20,0.096047975,0.096047975,0.096047975
Albania,ALB,2020-04-27,0.096047975,0.096047975,0.096047975
Albania,ALB,2020-05-04,0.14839053,0.14839053,0.14839053
Albania,ALB,2020-05-11,0.14839053,0.14839053,0.14839053
Albania,ALB,2020-05-18,0.14839053,0.14839053,0.14839053
Albania,ALB,2020-05-25,0.14839053,0.14839053,0.14839053
Albania,ALB,2020-06-01,0.20745939,0.20745939,0.20745939
Albania,ALB,2020-06-08,0.20745939,0.20745939,0.20745939
Albania,ALB,2020-06-15,0.20745939,0.20745939,0.20745939
Albania,ALB,2020-06-22,0.20745939,0.20745939,0.20745939
Albania,ALB,2020-06-29,0.20745939,0.20745939,0.20745939
Albania,ALB,2020-07-06,0.4852351,0.4852351,0.4852351
Albania,ALB,2020-07-13,0.4852351,0.4852351,0.4852351
Albania,ALB,2020-07-20,0.4852351,0.4852351,0.4852351
Albania,ALB,2020-07-27,0.4852351,0.4852351,0.4852351
Albania,ALB,2020-08-03,0.90129715,0.90129715,0.90129715
Albania,ALB,2020-08-10,0.90129715,0.90129715,0.90129715
Albania,ALB,2020-08-17,0.90129715,0.90129715,0.90129715
Albania,ALB,2020-08-24,0.90129715,0.90129715,0.90129715
Albania,ALB,2020-08-31,0.90129715,0.90129715,0.90129715
Albania,ALB,2020-09-07,0.5578776,0.5578776,0.5578776
Albania,ALB,2020-09-14,0.5578776,0.5578776,0.5578776
Albania,ALB,2020-09-21,0.5578776,0.5578776,0.5578776
Albania,ALB,2020-09-28,0.5578776,0.5578776,0.5578776
Albania,ALB,2020-10-05,0.8679305,0.8679305,0.8679305
Albania,ALB,2020-10-12,0.8679305,0.8679305,0.8679305
Albania,ALB,2020-10-19,0.8679305,0.8679305,0.8679305
Albania,ALB,2020-10-26,0.8679305,0.8679305,0.8679305
Albania,ALB,2020-11-02,2.4807212,2.4807212,2.4807212
Albania,ALB,2020-11-09,2.4807212,2.4807212,2.4807212
Albania,ALB,2020-11-16,2.4807212,2.4807212,2.4807212
Albania,ALB,2020-11-23,2.4807212,2.4807212,2.4807212
Albania,ALB,2020-11-30,2.4807212,2.4807212,2.4807212
Albania,ALB,2020-12-07,1.2730973,1.2730973,1.2730973
Albania,ALB,2020-12-14,1.2730973,1.2730973,1.2730973
Albania,ALB,2020-12-21,1.2730973,1.2730973,1.2730973
Albania,ALB,2020-12-28,1.2730973,1.2730973,1.2730973
Albania,ALB,2021-01-04,0.71319336,0.71319336,0.71319336
Albania,ALB,2021-01-11,0.71319336,0.71319336,0.71319336
Albania,ALB,2021-01-18,0.71319336,0.71319336,0.71319336
Albania,ALB,2021-01-25,0.71319336,0.71319336,0.71319336
Albania,ALB,2021-02-01,2.3132262,2.3132262,2.3132262
Albania,ALB,2021-02-08,2.3132262,2.3132262,2.3132262
Albania,ALB,2021-02-15,2.3132262,2.3132262,2.3132262
Albania,ALB,2021-02-22,2.3132262,2.3132262,2.3132262
Albania,ALB,2021-03-01,1.7038943,1.7038943,1.7038943
Albania,ALB,2021-03-08,1.7038943,1.7038943,1.7038943
Albania,ALB,2021-03-15,1.7038943,1.7038943,1.7038943
Albania,ALB,2021-03-22,1.7038943,1.7038943,1.7038943
Albania,ALB,2021-03-29,1.7038943,1.7038943,1.7038943
Albania,ALB,2021-04-05,0.8272585,0.8272585,0.8272585
Albania,ALB,2021-04-12,0.8272585,0.8272585,0.8272585
Albania,ALB,2021-04-19,0.8272585,0.8272585,0.8272585
Albania,ALB,2021-04-26,0.8272585,0.8272585,0.8272585
Albania,ALB,2021-05-03,0.23893818,0.23893818,0.23893818
Albania,ALB,2021-05-10,0.23893818,0.23893818,0.23893818
Albania,ALB,2021-05-17,0.23893818,0.23893818,0.23893818
Albania,ALB,2021-05-24,0.23893818,0.23893818,0.23893818
Albania,ALB,2021-05-31,0.23893818,0.23893818,0.23893818
Albania,ALB,2021-06-07,0.26785597,0.26785597,0.26785597
Albania,ALB,2021-06-14,0.26785597,0.26785597,0.26785597
Albania,ALB,2021-06-21,0.26785597,0.26785597,0.26785597
Albania,ALB,2021-06-28,0.26785597,0.26785597,0.26785597
Albania,ALB,2021-07-05,0.102520674,0.102520674,0.102520674
Albania,ALB,2021-07-12,0.102520674,0.102520674,0.102520674
Albania,ALB,2021-07-19,0.102520674,0.102520674,0.102520674
Albania,ALB,2021-07-26,0.102520674,0.102520674,0.102520674
Albania,ALB,2021-08-02,0.46183667,0.46183667,0.46183667
Albania,ALB,2021-08-09,0.46183667,0.46183667,0.46183667
Albania,ALB,2021-08-16,0.46183667,0.46183667,0.46183667
Albania,ALB,2021-08-23,0.46183667,0.46183667,0.46183667
Albania,ALB,2021-08-30,0.46183667,0.46183667,0.46183667
Albania,ALB,2021-09-06,1.1823678,1.1823678,1.1823678
Albania,ALB,2021-09-13,1.1823678,1.1823678,1.1823678
Albania,ALB,2021-09-20,1.1823678,1.1823678,1.1823678
Albania,ALB,2021-09-27,1.1823678,1.1823678,1.1823678
Albania,ALB,2021-10-04,1.0549464,1.0549464,1.0549464
Albania,ALB,2021-10-11,1.0549464,1.0549464,1.0549464
Albania,ALB,2021-10-18,1.0549464,1.0549464,1.0549464
Albania,ALB,2021-10-25,1.0549464,1.0549464,1.0549464
Albania,ALB,2021-11-01,0.90982026,0.90982026,0.90982026
Albania,ALB,2021-11-08,0.90982026,0.90982026,0.90982026
Albania,ALB,2021-11-15,0.90982026,0.90982026,0.90982026
Albania,ALB,2021-11-22,0.90982026,0.90982026,0.90982026
Albania,ALB,2021-11-29,0.90982026,0.90982026,0.90982026
Albania,ALB,2021-12-06,0.86541456,0.86541456,0.86541456
Albania,ALB,2021-12-13,0.86541456,0.86541456,0.86541456
Albania,ALB,2021-12-20,0.86541456,0.86541456,0.86541456
Albania,ALB,2021-12-27,0.86541456,0.86541456,0.86541456
Albania,ALB,2022-01-03,1.0545585,1.0545585,1.0545585
Albania,ALB,2022-01-10,1.0545585,1.0545585,1.0545585
Albania,ALB,2022-01-17,1.0545585,1.0545585,1.0545585
Albania,ALB,2022-01-24,1.0545585,1.0545585,1.0545585
Albania,ALB,2022-01-31,1.0545585,1.0545585,1.0545585
Albania,ALB,2022-02-07,1.040288,1.040288,1.040288
Albania,ALB,2022-02-14,1.040288,1.040288,1.040288
Albania,ALB,2022-02-21,1.040288,1.040288,1.040288
Albania,ALB,2022-02-28,1.040288,1.040288,1.040288
Albania,ALB,2022-03-07,-0.050939698,-0.050939698,-0.050939698
Albania,ALB,2022-03-14,-0.050939698,-0.050939698,-0.050939698
Albania,ALB,2022-03-21,-0.050939698,-0.050939698,-0.050939698
Albania,ALB,2022-03-28,-0.050939698,-0.050939698,-0.050939698
Albania,ALB,2022-04-04,0.0022275709,0.0022275709,0.0022275709
Albania,ALB,2022-04-11,0.0022275709,0.0022275709,0.0022275709
Albania,ALB,2022-04-18,0.0022275709,0.0022275709,0.0022275709
Albania,ALB,2022-04-25,0.0022275709,0.0022275709,0.0022275709
Albania,ALB,2022-05-02,0.023057155,0.023057155,0.023057155
Albania,ALB,2022-05-09,0.023057155,0.023057155,0.023057155
Albania,ALB,2022-05-16,0.023057155,0.023057155,0.023057155
Albania,ALB,2022-05-23,0.023057155,0.023057155,0.023057155
Albania,ALB,2022-05-30,0.023057155,0.023057155,0.023057155
Albania,ALB,2022-06-06,-0.059928272,-0.059928272,-0.059928272
Albania,ALB,2022-06-13,-0.059928272,-0.059928272,-0.059928272
Albania,ALB,2022-06-20,-0.059928272,-0.059928272,-0.059928272
Albania,ALB,2022-06-27,-0.059928272,-0.059928272,-0.059928272
Albania,ALB,2022-07-04,0.30315566,0.30315566,0.30315566
Albania,ALB,2022-07-11,0.30315566,0.30315566,0.30315566
Albania,ALB,2022-07-18,0.30315566,0.30315566,0.30315566
Albania,ALB,2022-07-25,0.30315566,0.30315566,0.30315566
Albania,ALB,2022-08-01,0.24028105,0.24028105,0.24028105
Albania,ALB,2022-08-08,0.24028105,0.24028105,0.24028105
Albania,ALB,2022-08-15,0.24028105,0.24028105,0.24028105
Albania,ALB,2022-08-22,0.24028105,0.24028105,0.24028105
Albania,ALB,2022-08-29,0.24028105,0.24028105,0.24028105
Albania,ALB,2022-09-05,-0.2618761,-0.2618761,-0.2618761
Albania,ALB,2022-09-12,-0.2618761,-0.2618761,-0.2618761
Albania,ALB,2022-09-19,-0.2618761,-0.2618761,-0.2618761
Albania,ALB,2022-09-26,-0.2618761,-0.2618761,-0.2618761
Albania,ALB,2022-10-03,0.053700022,0.053700022,0.053700022
Albania,ALB,2022-10-10,0.053700022,0.053700022,0.053700022
Albania,ALB,2022-10-17,0.053700022,0.053700022,0.053700022
Albania,ALB,2022-10-24,0.053700022,0.053700022,0.053700022
Albania,ALB,2022-10-31,0.053700022,0.053700022,0.053700022
Albania,ALB,2022-11-07,-0.058286417,-0.058286417,-0.058286417
Albania,ALB,2022-11-14,-0.058286417,-0.058286417,-0.058286417
Albania,ALB,2022-11-21,-0.058286417,-0.058286417,-0.058286417
Albania,ALB,2022-11-28,-0.058286417,-0.058286417,-0.058286417
Albania,ALB,2022-12-05,-0.4819827,-0.4819827,-0.4819827
Albania,ALB,2022-12-12,-0.4819827,-0.4819827,-0.4819827
Albania,ALB,2022-12-19,-0.4819827,-0.4819827,-0.4819827
Albania,ALB,2022-12-26,-0.4819827,-0.4819827,-0.4819827
Albania,ALB,2023-01-02,-0.22133869,-0.22133869,-0.22133869
Albania,ALB,2023-01-09,-0.22133869,-0.22133869,-0.22133869
Albania,ALB,2023-01-16,-0.22133869,-0.22133869,-0.22133869
Albania,ALB,2023-01-23,-0.22133869,-0.22133869,-0.22133869
Albania,ALB,2023-01-30,-0.22133869,-0.22133869,-0.22133869
Albania,ALB,2023-02-06,-0.03286377,-0.03286377,-0.03286377
Albania,ALB,2023-02-13,-0.03286377,-0.03286377,-0.03286377
Albania,ALB,2023-02-20,-0.03286377,-0.03286377,-0.03286377
Albania,ALB,2023-02-27,-0.03286377,-0.03286377,-0.03286377
Albania,ALB,2023-03-06,-0.47905096,-0.47905096,-0.47905096
Albania,ALB,2023-03-13,-0.47905096,-0.47905096,-0.47905096
Albania,ALB,2023-03-20,-0.47905096,-0.47905096,-0.47905096
Albania,ALB,2023-03-27,-0.47905096,-0.47905096,-0.47905096
Albania,ALB,2023-04-03,-0.039405245,-0.039405245,-0.039405245
Albania,ALB,2023-04-10,-0.039405245,-0.039405245,-0.039405245
Albania,ALB,2023-04-17,-0.039405245,-0.039405245,-0.039405245
Albania,ALB,2023-04-24,-0.039405245,-0.039405245,-0.039405245
Albania,ALB,2023-05-01,0.038700018,0.038700018,0.038700018
Albania,ALB,2023-05-08,0.038700018,0.038700018,0.038700018
Albania,ALB,2023-05-15,0.038700018,0.038700018,0.038700018
Albania,ALB,2023-05-22,0.038700018,0.038700018,0.038700018
Albania,ALB,2023-05-29,0.038700018,0.038700018,0.038700018
Albania,ALB,2023-06-05,-0.31148365,-0.31148365,-0.31148365
Albania,ALB,2023-06-12,-0.31148365,-0.31148365,-0.31148365
Albania,ALB,2023-06-19,-0.31148365,-0.31148365,-0.31148365
Albania,ALB,2023-06-26,-0.31148365,-0.31148365,-0.31148365
